"Ticker","Name","Sector","Asset Class","Market Value","Weight (%)","Notional Value","Quantity","Price","Location","Exchange","Currency","FX Rate","Accrual Date"
"ISP","INTESA SANPAOLO","Financials","Equity","8229235.11","0.10221","8229235.11","1254950","6.56","Italy","Borsa Italiana","USD","0.86513","--"
"CMI","CUMMINS INC","Industrials","Equity","8194952.48","0.10179","8194952.48","12584","651.22","United States","NYSE","USD","1","--"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","8071268.4","0.10025","8071268.4","36621","220.4","United States","NYSE","USD","1","--"
"TMUS","T MOBILE US INC","Communication","Equity","8061162.2","0.10012","8061162.2","45262","178.1","United States","NASDAQ","USD","1","--"
"JCI","JOHNSON CONTROLS INTERNATIONAL PLC","Industrials","Equity","8044400","0.09992","8044400","56000","143.65","United States","NYSE","USD","1","--"
"6098","RECRUIT HOLDINGS LTD","Industrials","Equity","8019052.82","0.0996","8019052.82","121300","66.11","Japan","Tokyo Stock Exchange","USD","160.265","--"
"WMB","WILLIAMS INC","Energy","Equity","8014473.04","0.09954","8014473.04","111374","71.96","United States","NYSE","USD","1","--"
"ENEL","ENEL","Utilities","Equity","7963119.32","0.09891","7963119.32","714786","11.14","Italy","Borsa Italiana","USD","0.86513","--"
"INGA","ING GROEP NV","Financials","Equity","7897445.72","0.09809","7897445.72","263084","30.02","Netherlands","Euronext Amsterdam","USD","0.86513","--"
"MAR","MARRIOTT INTERNATIONAL INC CLASS A","Consumer Discretionary","Equity","7887880.96","0.09797","7887880.96","20096","392.51","United States","NASDAQ","USD","1","--"
"CSX","CSX CORP","Industrials","Equity","7861896.9","0.09765","7861896.9","167310","46.99","United States","NASDAQ","USD","1","--"
"USB","US BANCORP","Financials","Equity","7810800.95","0.09701","7810800.95","140255","55.69","United States","NYSE","USD","1","--"
"CMCSA","COMCAST CORP CLASS A","Communication","Equity","7777658.76","0.0966","7777658.76","326518","23.82","United States","NASDAQ","USD","1","--"
"SNPS","SYNOPSYS INC","Information Technology","Equity","7756022.25","0.09633","7756022.25","16685","464.85","United States","NASDAQ","USD","1","--"
"WBC","WESTPAC BANKING CORPORATION","Financials","Equity","7704944.77","0.0957","7704944.77","312587","24.65","Australia","Asx - All Markets","USD","1.41223","--"
"BX","BLACKSTONE INC","Financials","Equity","7663507.95","0.09518","7663507.95","66437","115.35","United States","NYSE","USD","1","--"
"BARC","BARCLAYS PLC","Financials","Equity","7551855.6","0.0938","7551855.6","1232688","6.13","United Kingdom","London Stock Exchange","USD","0.74702","--"
"INTU","INTUIT INC","Information Technology","Equity","7550167.92","0.09378","7550167.92","25442","296.76","United States","NASDAQ","USD","1","--"
"SLB","SLB NV","Energy","Equity","7530084.45","0.09353","7530084.45","137235","54.87","United States","NYSE","USD","1","--"
"AEM","AGNICO EAGLE MINES LTD","Materials","Equity","7500780.77","0.09316","7500780.77","45782","163.84","Canada","Toronto Stock Exchange","USD","1.39175","--"
"MMM","3M","Industrials","Equity","7450287.04","0.09254","7450287.04","48454","153.76","United States","NYSE","USD","1","--"
"UPS","UNITED PARCEL SERVICE INC CLASS B","Industrials","Equity","7362268.2","0.09144","7362268.2","67830","108.54","United States","NYSE","USD","1","--"
"NG.","NATIONAL GRID PLC","Utilities","Equity","7354566.46","0.09135","7354566.46","451254","16.3","United Kingdom","London Stock Exchange","USD","0.74702","--"
"CP","CANADIAN PACIFIC KANSAS CITY LTD","Industrials","Equity","7352489.4","0.09132","7352489.4","81608","90.1","Canada","Toronto Stock Exchange","USD","1.39175","--"
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","7320927","0.09093","7320927","51738","141.5","United States","NYSE","USD","1","--"
"MDLZ","MONDELEZ INTERNATIONAL INC CLASS A","Consumer Staples","Equity","7314391.92","0.09085","7314391.92","117898","62.04","United States","NASDAQ","USD","1","--"
"GD","GENERAL DYNAMICS CORP","Industrials","Equity","7253414.28","0.09009","7253414.28","20937","346.44","United States","NYSE","USD","1","--"
"MRSH","MARSH INC","Financials","Equity","7233698.56","0.08985","7233698.56","43724","165.44","United States","NYSE","USD","1","--"
"NAB","NATIONAL AUSTRALIA BANK LTD","Financials","Equity","7233043.61","0.08984","7233043.61","279167","25.91","Australia","Asx - All Markets","USD","1.41223","--"
"CEG","CONSTELLATION ENERGY CORP","Utilities","Equity","7189518.79","0.0893","7189518.79","28213","254.83","United States","NASDAQ","USD","1","--"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","7167015.9","0.08902","7167015.9","20889","343.1","United States","NYSE","USD","1","--"
"SNOW","SNOWFLAKE INC","Information Technology","Equity","7142320.02","0.08871","7142320.02","29977","238.26","United States","NYSE","USD","1","--"
"EMR","EMERSON ELECTRIC","Industrials","Equity","7133483.64","0.0886","7133483.64","51647","138.12","United States","NYSE","USD","1","--"
"NET","CLOUDFLARE INC CLASS A","Information Technology","Equity","7119631.26","0.08843","7119631.26","28466","250.11","United States","NYSE","USD","1","--"
"8766","TOKIO MARINE HOLDINGS INC","Financials","Equity","7119755.41","0.08843","7119755.41","163100","43.65","Japan","Tokyo Stock Exchange","USD","160.265","--"
"MPC","MARATHON PETROLEUM CORP","Energy","Equity","7073483.97","0.08786","7073483.97","26997","262.01","United States","NYSE","USD","1","--"
"VLO","VALERO ENERGY CORP","Energy","Equity","7015607.68","0.08714","7015607.68","27424","255.82","United States","NYSE","USD","1","--"
"BA.","BAE SYSTEMS PLC","Industrials","Equity","6985084.22","0.08676","6985084.22","270293","25.84","United Kingdom","London Stock Exchange","USD","0.74702","Jan 01, 1998"
"7011","MITSUBISHI HEAVY INDUSTRIES LTD","Industrials","Equity","6959704.24","0.08644","6959704.24","294300","23.65","Japan","Tokyo Stock Exchange","USD","160.265","--"
"NOKIA","NOKIA","Information Technology","Equity","6957464.98","0.08641","6957464.98","460175","15.12","Finland","Nasdaq Omx Helsinki Ltd.","USD","0.86513","Jan 01, 1998"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","6942492.81","0.08623","6942492.81","76857","90.33","United States","NASDAQ","USD","1","Jan 01, 1970"
"LLOY","LLOYDS BANKING GROUP PLC","Financials","Equity","6935650.42","0.08614","6935650.42","5224968","1.33","United Kingdom","London Stock Exchange","USD","0.74702","--"
"CI","CIGNA","Health Care","Equity","6926098.48","0.08603","6926098.48","23926","289.48","United States","NYSE","USD","1","--"
"GLEN","GLENCORE PLC","Materials","Equity","6900260.9","0.0857","6900260.9","873372","7.9","United Kingdom","London Stock Exchange","USD","0.74702","--"
"4063","SHIN ETSU CHEMICAL LTD","Materials","Equity","6868453.81","0.08531","6868453.81","149765","45.86","Japan","Tokyo Stock Exchange","USD","160.265","--"
"CS","AXA SA","Financials","Equity","6840983.31","0.08497","6840983.31","149755","45.68","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","6840386","0.08496","6840386","12565","544.4","United States","NYSE","USD","1","--"
"8031","MITSUI LTD","Industrials","Equity","6835420.09","0.0849","6835420.09","217400","31.44","Japan","Tokyo Stock Exchange","USD","160.265","--"
"SU","SUNCOR ENERGY INC","Energy","Equity","6823817.14","0.08475","6823817.14","109350","62.4","Canada","Toronto Stock Exchange","USD","1.39175","--"
"NXPI","NXP SEMICONDUCTORS NV","Information Technology","Equity","6798201.2","0.08444","6798201.2","22970","295.96","United States","NASDAQ","USD","1","--"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","6775060.32","0.08415","6775060.32","82512","82.11","United States","NYSE","USD","1","--"
"EOG","EOG RESOURCES INC","Energy","Equity","6717050.56","0.08343","6717050.56","48752","137.78","United States","NYSE","USD","1","--"
"SPOT","SPOTIFY TECHNOLOGY SA","Communication","Equity","6693419.55","0.08314","6693419.55","13469","496.95","Sweden","NYSE","USD","1","--"
"DDOG","DATADOG INC CLASS A","Information Technology","Equity","6685011.05","0.08303","6685011.05","28555","234.11","United States","NASDAQ","USD","1","--"
"MELI","MERCADOLIBRE INC","Consumer Discretionary","Equity","6682016.8","0.08299","6682016.8","4156","1607.8","United States","NASDAQ","USD","1","--"
"FDX","FEDEX CORP","Industrials","Equity","6666671","0.0828","6666671","20141","331","United States","NYSE","USD","1","--"
"ROST","ROSS STORES INC","Consumer Discretionary","Equity","6664143.36","0.08277","6664143.36","28928","230.37","United States","NASDAQ","USD","1","--"
"ANZ","ANZ GROUP HOLDINGS LTD","Financials","Equity","6640623.21","0.08248","6640623.21","274856","24.16","Australia","Asx - All Markets","USD","1.41223","Jan 01, 1998"
"PSX","PHILLIPS 66","Energy","Equity","6629692.96","0.08234","6629692.96","36212","183.08","United States","NYSE","USD","1","--"
"6503","MITSUBISHI ELECTRIC CORP","Industrials","Equity","6608213.9","0.08208","6608213.9","176100","37.53","Japan","Tokyo Stock Exchange","USD","160.265","--"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","6589400.2","0.08184","6589400.2","135724","48.55","United States","NYSE","USD","1","--"
"SHW","SHERWIN WILLIAMS","Materials","Equity","6517239.1","0.08095","6517239.1","21347","305.3","United States","NYSE","USD","1","--"
"BE","BLOOM ENERGY CLASS A CORP","Industrials","Equity","6508794.51","0.08084","6508794.51","24691","263.61","United States","NYSE","USD","1","--"
"RCL","ROYAL CARIBBEAN GROUP LTD","Consumer Discretionary","Equity","6486200","0.08056","6486200","23165","280","United States","NYSE","USD","1","--"
"INVE B","INVESTOR CLASS B","Financials","Equity","6481819.93","0.08051","6481819.93","160888","40.29","Sweden","Nasdaq Omx Nordic","USD","9.4309","--"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","6454415.9","0.08017","6454415.9","4358","1481.05","United States","NASDAQ","USD","1","--"
"TRP","TC ENERGY CORP","Energy","Equity","6446138.27","0.08006","6446138.27","93618","68.86","Canada","Toronto Stock Exchange","USD","1.39175","--"
"AEP","AMERICAN ELECTRIC POWER INC","Utilities","Equity","6412317.56","0.07964","6412317.56","49654","129.14","United States","NASDAQ","USD","1","--"
"DG","VINCI SA","Industrials","Equity","6412371.43","0.07964","6412371.43","44648","143.62","France","Nyse Euronext - Euronext Paris","USD","0.86513","--"
"ABI","ANHEUSER-BUSCH INBEV SA","Consumer Staples","Equity","6404186.04","0.07954","6404186.04","81838","78.25","Belgium","Nyse Euronext - Euronext Brussels","USD","0.86513","--"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","6393137.14","0.07941","6393137.14","5161","1238.74","United States","NYSE","USD","1","--"
"COHR","COHERENT CORP","Information Technology","Equity","6383948.66","0.07929","6383948.66","16934","376.99","United States","NYSE","USD","1","--"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","6380169.12","0.07924","6380169.12","25246","252.72","United States","NYSE","USD","1","--"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","6377562.24","0.07921","6377562.24","60704","105.06","United States","NYSE","USD","1","--"
"NSC","NORFOLK SOUTHERN CORP","Industrials","Equity","6312569.55","0.07841","6312569.55","20139","313.45","United States","NYSE","USD","1","--"
"CIEN","CIENA CORP","Information Technology","Equity","6295956.16","0.0782","6295956.16","12896","488.21","United States","NYSE","USD","1","--"
"MCO","MOODYS CORP","Financials","Equity","6269702.85","0.07787","6269702.85","13891","451.35","United States","NYSE","USD","1","--"
"ITX","INDUSTRIA DE DISENO TEXTIL SA","Consumer Discretionary","Equity","6215615.29","0.0772","6215615.29","97769","63.57","Spain","Bolsa De Madrid","USD","0.86513","--"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","6210906.24","0.07714","6210906.24","15136","410.34","United States","NYSE","USD","1","--"
"SPG","SIMON PROPERTY GROUP REIT INC","Real Estate","Equity","6204986.24","0.07707","6204986.24","29504","210.31","United States","NYSE","USD","1","--"
"MUV2","MUENCHENER RUECKVERSICHERUNGS-GESE","Financials","Equity","6168889.19","0.07662","6168889.19","11910","517.96","Germany","Xetra","USD","0.86513","--"
"ABX","BARRICK MINING CORP","Materials","Equity","6147355.49","0.07635","6147355.49","155811","39.45","Canada","Toronto Stock Exchange","USD","1.39175","--"
"URI","UNITED RENTALS INC","Industrials","Equity","6145016.35","0.07632","6145016.35","5755","1067.77","United States","NYSE","USD","1","--"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","6115297.46","0.07595","6115297.46","69037","88.58","United States","NYSE","USD","1","--"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","6055838.5","0.07522","6055838.5","9530","635.45","United States","NASDAQ","USD","1","--"
"AON","AON PLC CLASS A","Financials","Equity","6033124.92","0.07493","6033124.92","18364","328.53","United States","NYSE","USD","1","--"
"ECL","ECOLAB INC","Materials","Equity","6020761.83","0.07478","6020761.83","23339","257.97","United States","NYSE","USD","1","--"
"8001","ITOCHU CORP","Industrials","Equity","6018018.91","0.07475","6018018.91","514800","11.69","Japan","Tokyo Stock Exchange","USD","160.265","--"
"RHM","RHEINMETALL AG","Industrials","Equity","5960014.13","0.07403","5960014.13","4262","1398.4","Germany","Xetra","USD","0.86513","--"
"TRV","TRAVELERS COMPANIES INC","Financials","Equity","5959165.75","0.07402","5959165.75","19651","303.25","United States","NYSE","USD","1","--"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","5926423.16","0.07361","5926423.16","3214","1843.94","United States","NYSE","USD","1","--"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","5923630.8","0.07357","5923630.8","120399","49.2","United States","NYSE","USD","1","--"
"MFC","MANULIFE FINANCIAL CORP","Financials","Equity","5887018.5","0.07312","5887018.5","151727","38.8","Canada","Toronto Stock Exchange","USD","1.39175","--"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","5868941.8","0.07289","5868941.8","31420","186.79","United States","NYSE","USD","1","--"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","5846719.5","0.07262","5846719.5","65290","89.55","United States","NASDAQ","USD","1","--"
"WES","WESFARMERS LTD","Consumer Discretionary","Equity","5807117.38","0.07213","5807117.38","103902","55.89","Australia","Asx - All Markets","USD","1.41223","--"
"NWG","NATWEST GROUP PLC","Financials","Equity","5760204.86","0.07154","5760204.86","724654","7.95","United Kingdom","London Stock Exchange","USD","0.74702","--"
"REL","RELX PLC","Industrials","Equity","5733464.51","0.07121","5733464.51","163724","35.02","United Kingdom","London Stock Exchange","USD","0.74702","--"
"TEL","TE CONNECTIVITY PLC","Information Technology","Equity","5716669.95","0.071","5716669.95","26883","212.65","United States","NYSE","USD","1","--"
"CTAS","CINTAS CORP","Industrials","Equity","5691712.95","0.07069","5691712.95","31647","179.85","United States","NASDAQ","USD","1","--"
"CNR","CANADIAN NATIONAL RAILWAY","Industrials","Equity","5679008.6","0.07054","5679008.6","47063","120.67","Canada","Toronto Stock Exchange","USD","1.39175","--"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","5678227.39","0.07053","5678227.39","90721","62.59","United States","NASDAQ","USD","1","--"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","5673166.72","0.07046","5673166.72","216203","26.24","United States","NASDAQ","USD","1","--"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Equity","5667915.69","0.0704","5667915.69","68727","82.47","United States","NASDAQ","USD","1","--"
"KMI","KINDER MORGAN INC","Energy","Equity","5643633.6","0.0701","5643633.6","178145","31.68","United States","NYSE","USD","1","--"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","5637972.48","0.07003","5637972.48","6528","863.66","United States","NASDAQ","USD","1","--"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","5628430.8","0.06991","5628430.8","114399","49.2","United States","NYSE","USD","1","--"
"PCAR","PACCAR INC","Industrials","Equity","5613708.16","0.06972","5613708.16","48112","116.68","United States","NASDAQ","USD","1","--"
"O39","OVERSEA-CHINESE BANKING LTD","Financials","Equity","5581047.32","0.06932","5581047.32","300500","18.57","Singapore","Singapore Exchange","USD","1.289","--"
"MQG","MACQUARIE GROUP LTD DEF","Financials","Equity","5565679.68","0.06913","5565679.68","33246","167.41","Australia","Asx - All Markets","USD","1.41223","--"
"PRX","PROSUS NV CLASS N","Consumer Discretionary","Equity","5537614.23","0.06878","5537614.23","119321","46.41","Netherlands","Euronext Amsterdam","USD","0.86513","--"
